Data,Anúncios comerciais (minutos),Tempo de anúncios (em seg.) por hora,Média de espectadores,Mensagens do chat,Participantes do chat,Visualiz. de clipes,Clipes criados,Seguidores,Espectadores de hospedagem e raids (%),Visualiz. ao vivo,Máximo de espectadores,Minutos assistidos,Minutos transmitidos,Espectadores únicos,Sub-receita,Renda com o Prime,Receita de inscrições de presente,Receita de inscrições de presente de múltiplos meses,Receita de Bits,Receita de anúncios,Receita das vendas de jogos,Receita de extensões,Receita de patrocínios,Receita de outras interações com Bits,Inscrições Prime,Total de inscrições pagas,Inscritos Grupo 1,Inscritos Grupo 2,Inscritos Grupo 3,Total de inscrições de presente,Inscrições Grupo 1 de presente,Total de inscrições de presente de múltiplos meses,Inscrições de presente de múltiplos meses do Grupo 1,Inscrições de presente de múltiplos meses do Grupo 2,Inscrições de presente de múltiplos meses do Grupo 3
Fri Mar 05 2021,6,84.38,49.66,330,23,8,1,2,41.68,310,193,12763,256,239,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sat Mar 06 2021,0,0,10.8,41,8,1,1,0,0,15,13,324,30,11,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 07 2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 08 2021,0,0,14.48,702,30,0,5,4,3.27,151,23,2476,172,108,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 09 2021,0,0,11.7,425,13,44,1,2,0.07,67,18,1463,125,47,1.62,6.99,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0
Wed Mar 10 2021,0,0,15.5,467,26,0,5,4,2.18,241,75,2433,156,127,0,1.75,0,0,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Mar 11 2021,2.5,37.97,166.7,1750,200,6,17,171,48.05,2730,1792,39509,237,2132,0,3.5,0,0,0,2.13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fri Mar 12 2021,0,0,32.33,383,27,76,7,3,35.11,314,98,6853,212,248,0,0,0,0,0.35,0.06,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 13 2021,0,0,12.15,396,28,10,1,11,0.37,143,18,2406,197,105,1.37,0,0,0,0.1,0,0,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0
Sun Mar 14 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 15 2021,12,249.71,12.89,479,24,0,1,1,0.04,139,19,2230,173,107,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 16 2021,27,366.79,13.89,784,41,3,9,7,0.08,309,23,3680,265,238,0,1.75,0,0,1,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Mar 17 2021,6,120.67,10.01,383,31,22,1,6,1.46,167,19,1781,179,110,0,1.75,0,0,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Mar 18 2021,0,0,14.62,601,33,0,3,7,5.4,289,74,3261,223,214,2.85,0,0,0,0.06,0.07,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Fri Mar 19 2021,15,221.31,11.58,694,33,3,2,7,3.55,163,20,2813,244,108,0,0,0,0,0,0.05,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 20 2021,12,366.1,15.01,214,24,7,3,4,12.59,96,20,1771,118,66,1.33,1.75,0,0,0,0.01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sun Mar 21 2021,6,103.35,12.33,469,28,0,1,4,0,118,18,2576,209,74,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 22 2021,18,301.4,12.18,417,35,0,0,5,2.02,157,28,2618,215,100,0,1.75,0,0,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Mar 23 2021,12,163.02,14.22,587,49,0,0,7,11.56,273,31,3798,265,193,1.38,1.75,0,0,0.1,0.02,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Wed Mar 24 2021,18,250.19,13.51,624,37,1,2,4,12.69,214,27,3498,259,138,0,1.75,0,0,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Mar 25 2021,21,325.86,16,1063,52,5,3,9,20.63,316,75,3713,232,216,1.06,1.75,0,0,0,0.11,0,0.4,0,0,1,1,1,0,0,0,0,0,0,0,0
Fri Mar 26 2021,9,119.56,11.89,743,37,9,7,2,3.68,180,29,3234,271,109,0,8.74,0,0,1,0.06,0,0.08,0,0,5,0,0,0,0,0,0,0,0,0,0
Sat Mar 27 2021,12,320,11.7,243,19,6,1,0,0.06,63,15,1580,135,44,2.68,0,0,0,0.2,0,0,2.44,0,0,0,2,2,0,0,0,0,0,0,0,0
Sun Mar 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 29 2021,6,121.35,11.8,281,25,0,4,1,0,103,18,2089,178,72,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 30 2021,27,349.64,16.72,598,35,11,7,9,10.83,314,175,4665,278,246,0,1.75,0,0,0,0.03,0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Mar 31 2021,21,288.55,15.08,654,46,3,2,1,3.9,176,25,3951,262,115,0,0,0,0,0,0.05,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 01 2021,30,391.3,14.73,821,42,7,15,7,2.78,202,27,4066,276,124,0,1.75,0,0,1.74,0.02,0,0.88,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Apr 02 2021,27,327.27,12.51,445,29,18,7,2,1.02,266,78,3716,297,187,0,0,0,0,0.05,0.02,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 03 2021,9,498.46,25.85,130,15,1,0,2,25.6,68,42,1680,65,59,1.33,0,0,0,0.18,0,0,0.08,0,0,0,1,1,0,0,0,0,0,0,0,0
Sun Apr 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 05 2021,2,40.45,123.25,574,81,1,6,118,51.05,1999,1782,21939,178,1742,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 06 2021,0,0,43.09,546,30,8,3,7,43.37,448,216,10212,237,395,0,5.24,0,0,0.1,0.01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Wed Apr 07 2021,0,0,13.63,510,39,7,1,10,4.85,336,84,3817,280,269,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 08 2021,21,300,11.46,533,36,2,2,4,4.64,204,22,2887,252,156,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Apr 09 2021,24,291.89,12.05,633,49,2,4,4,5.82,273,19,3555,296,186,2.98,5.24,0,0,0.05,0.02,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0
Sat Apr 10 2021,12,396.33,12.8,181,21,0,8,1,5.49,91,20,1421,109,77,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Apr 11 2021,0,0,0,1,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 12 2021,18,364.04,12.17,289,24,0,13,4,0.14,131,19,2154,178,92,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 13 2021,9,120.9,13.67,438,31,32,5,3,10.36,224,40,3649,268,160,0,3.5,0,0,0,0.01,0,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0
Wed Apr 14 2021,15,245.45,10.65,409,20,9,5,4,1.54,150,16,2343,220,99,0,0,0,0,0,0.03,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 15 2021,30,384.34,11.31,573,29,0,0,5,8.4,188,31,3179,281,140,0,1.75,0,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Apr 16 2021,30,357.62,13.85,597,42,4,3,9,4.66,229,36,4183,302,154,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 17 2021,15,409.09,10.91,225,16,0,0,2,2.48,55,20,1451,132,44,1.36,0,0,0,0.01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Sun Apr 18 2021,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Mon Apr 19 2021,0,0,12.58,214,23,0,1,7,1.55,118,20,2252,179,85,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 20 2021,0,0,13.52,266,35,4,3,10,1.01,147,28,3475,258,114,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 21 2021,57,301.76,17.42,1225,71,1,15,21,6.87,572,41,11865,680,341,0,5.24,0,0,0.02,0.07,0,0.8,0,0,3,0,0,0,0,0,0,0,0,0,0
Thu Apr 22 2021,33,288.35,14.77,756,52,3,8,7,10.54,1019,83,6084,412,826,1.15,1.75,0,0,0,0.02,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Fri Apr 23 2021,9,130.65,10.52,351,30,19,5,2,2.72,158,19,2608,248,95,1.4,1.75,0,0,0,0.01,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Sat Apr 24 2021,0,0,6.61,171,12,0,4,1,0.17,54,13,1143,172,43,0,0,0,0,0,0.01,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Apr 26 2021,0,0,12.47,468,21,0,8,2,1.08,113,20,2219,178,89,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 27 2021,18,250.19,15.78,552,39,9,1,21,12.28,233,79,4103,259,188,3.87,1.75,0,0,0.01,0.07,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0
Wed Apr 28 2021,24,336.19,19.82,637,40,4,3,2,25.5,269,106,5094,257,196,0,1.75,0,0,0,0.02,0,1.04,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Apr 29 2021,24,354.1,14.91,414,40,1,4,10,3.33,183,45,3637,244,135,0,5.24,0,0,0.03,0.11,0,0.76,0,0,3,0,0,0,0,0,0,0,0,0,0
Fri Apr 30 2021,27,361.34,12.34,372,26,0,4,3,0.69,142,18,3319,269,109,0,1.75,0,0,0.02,0.06,0,2.32,0,0,1,0,0,0,0,0,0,0,0,0,0
Sat May 01 2021,6,366.1,12.8,124,17,0,0,5,1.32,39,17,755,59,32,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 03 2021,15,300,10.69,337,29,0,0,4,13.62,143,38,1924,180,116,1.4,0,0,0,0,0.29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tue May 04 2021,25,307.17,116.74,543,65,0,1,64,37.18,1990,1832,34323,293,1721,2.54,6.99,0,0,2.4,0.07,0,0.08,0,0,4,2,2,0,0,0,0,0,0,0,0
Wed May 05 2021,24,348.39,12.32,327,31,0,13,3,6.27,210,43,3044,248,146,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 06 2021,0,0,25.13,648,44,2,2,11,7.34,261,48,4347,173,192,0,0,0,0,0,0.13,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri May 07 2021,3,40.75,79.46,852,107,6,14,63,29.13,1576,1197,21057,265,1345,0,1.75,2.9,0,0.01,0.03,0,0.4,0,0,1,0,0,0,0,2,2,0,0,0,0
Sat May 08 2021,0,0,12.16,26,7,0,0,0,0.87,25,19,231,19,16,0,1.75,0,0,0.02,0,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun May 09 2021,0,0,0,2,1,0,0,2,0,1,0,0,0,1,3.07,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Mon May 10 2021,0,0,15.57,481,32,2,6,4,0.03,222,24,3254,209,169,0,3.5,0,0,0,0.05,0,0.28,0,0,2,0,0,0,0,0,0,0,0,0,0
Tue May 11 2021,0,0,11.46,430,29,6,3,6,1.68,241,23,3576,312,186,0,1.75,0,0,0,0.02,0,1.24,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed May 12 2021,12,170.08,11.87,322,31,3,8,3,2.38,204,50,3028,254,156,0,0,0,0,0,0.04,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 13 2021,6,84.38,11.05,288,23,0,4,1,1.25,182,16,2806,256,117,0,3.5,0,0,0.07,0.16,0,1.44,0,0,2,0,0,0,0,0,0,0,0,0,0
Fri May 14 2021,2,27.48,65.21,699,43,2,7,28,36.91,1159,880,17151,262,1030,0,1.75,0,0,0,0.03,0,1.96,0,0,1,0,0,0,0,0,0,0,0,0,0
Sat May 15 2021,0,0,10.29,103,14,2,2,1,22.79,50,15,803,78,41,0,0,0,0,0.01,0.01,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 16 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 17 2021,12,248.28,23.37,448,44,2,3,12,20,303,102,4066,174,237,1.45,0,0,0,0,0.11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tue May 18 2021,18,262.35,13.67,446,29,5,8,4,15.07,207,30,3364,247,138,2.92,3.5,0,0,0,0.06,0,0.8,0,0,2,2,2,0,0,0,0,0,0,0,0
Wed May 19 2021,27,375.29,15.46,611,39,4,4,5,12.31,311,58,4004,259,234,0,0,0,0,0,1.06,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 20 2021,17,186.02,70.84,1592,91,4,9,85,32.33,1268,816,23236,329,984,0,0,0,0,0,1.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri May 21 2021,23,295.71,35.38,2597,386,0,12,400,4.35,1243,484,9905,280,742,1.12,5.24,18.98,0,0.52,0.18,0,2.04,0,0,3,1,1,0,0,12,12,0,0,0,0
Sat May 22 2021,6,366.1,11.25,72,7,0,0,0,0,40,16,664,59,35,0,3.5,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sun May 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0.01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon May 24 2021,18,356.04,12.47,380,30,3,2,4,6.96,220,45,2270,182,163,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 25 2021,33,331.84,11.11,416,38,0,3,5,1.58,331,19,3979,358,263,1.11,0,0,0,0.99,0.1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Wed May 26 2021,12,156.52,12.14,406,22,0,4,2,5.84,227,22,3339,276,151,0,0,2.3,0,0,0.03,0,0.08,0,0,0,0,0,0,0,2,2,0,0,0,0
Thu May 27 2021,12,172.8,13.54,352,22,2,5,12,0.44,281,20,3411,250,208,2.56,1.75,0,0,0,0.07,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
Fri May 28 2021,6,96.86,10.15,396,28,0,12,4,2.28,184,22,2233,223,125,0,1.75,0,0,0,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sat May 29 2021,0,0,11.05,44,10,0,1,1,1.94,29,17,619,56,26,0,0,0,0,0,0.01,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 30 2021,0,0,28.92,564,34,1,2,18,32.54,529,183,6131,212,404,0,0,0,0,0,0.09,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 31 2021,0,0,15.74,265,25,4,7,9,18.78,243,49,3684,233,181,0,1.75,0,0,0,0.05,0,1.28,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Jun 01 2021,3,31.86,25.4,532,41,1,4,15,8.57,413,495,8635,339,324,0,0,0,0,0,0.08,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jun 02 2021,0,0,19.87,449,27,0,1,11,20.72,362,108,5265,264,290,0,1.75,0,0,0,0.88,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Jun 03 2021,4,31.65,59.83,674,49,2,4,55,37.71,1867,1458,27221,455,1635,1.5,1.75,0,0,0,0.09,0,2.16,0,0,1,1,1,0,0,0,0,0,0,0,0
Fri Jun 04 2021,1,13.9,27.12,492,34,3,3,12,27.55,465,278,7024,259,384,2.61,0,0,0,0,0.37,0,0.48,0,0,0,2,2,0,0,0,0,0,0,0,0
Sat Jun 05 2021,0,0,33.03,38,9,1,1,3,40.89,142,41,2213,67,102,0,0,0,0,0,0.01,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 06 2021,0,0,7.88,273,21,2,2,4,12.38,345,18,2326,295,212,0,1.75,0,0,0,0.06,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Jun 07 2021,0,0,9.3,377,22,4,8,1,1.66,157,17,1563,168,124,0,1.75,0,0,0,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Jun 08 2021,0,0,17.47,436,40,4,0,13,22.98,488,99,5310,305,369,1.69,3.5,0,0,0,0.09,0,0.2,0,0,2,1,1,0,0,0,0,0,0,0,0
Wed Jun 09 2021,0,0,15.26,513,25,2,2,11,17.22,417,39,4350,286,290,3.13,5.24,0,0,0,0.02,0,0.4,0,0,3,2,2,0,0,0,0,0,0,0,0
Thu Jun 10 2021,0,0,11.48,505,31,2,13,7,0.61,305,23,3123,272,216,0,0,0,0,0,0.05,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 11 2021,0,0,15.43,593,35,0,5,8,13.91,403,74,4645,301,303,1.47,1.75,0,0,0,0,0,1.24,0,0,1,1,1,0,0,0,0,0,0,0,0
Sat Jun 12 2021,0,0,11.22,86,14,1,3,1,6.98,118,26,1447,128,85,0,1.75,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Jun 13 2021,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 14 2021,0,0,9.54,174,27,0,0,5,4.59,180,24,1679,177,131,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jun 15 2021,3,50,12.09,290,26,0,2,3,4.96,202,22,2623,216,141,1.53,0,0,0,0,0.05,0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0
Wed Jun 16 2021,9,124.62,12.99,587,36,3,11,14,2.21,254,23,3390,260,169,0,0,0,0,0,0.05,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jun 17 2021,15,191.49,10.72,409,31,44,6,2,3.56,163,18,3034,282,125,0,1.75,0,0,0,0.1,0,0.72,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jun 18 2021,27,334.02,11.4,645,33,3,4,11,8.53,272,82,3330,291,185,4.52,3.5,0,0,0,1.97,0,0.52,0,0,2,3,3,0,0,0,0,0,0,0,0
Sat Jun 19 2021,30,461.54,138.76,1076,45,12,2,49,46.34,1276,684,32471,234,1160,0,1.75,0,0,2.1,0,0,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Jun 20 2021,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Jun 21 2021,0,0,12.29,502,32,0,2,6,31.91,213,22,2150,175,165,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jun 22 2021,0,0,16.68,1041,44,0,15,20,9.79,421,102,4269,256,274,0,3.5,0,0,0,0.2,0,0.48,0,0,2,0,0,0,0,0,0,0,0,0,0
Wed Jun 23 2021,18,244.53,15.53,875,30,14,14,4,5.83,219,37,4116,265,160,0,1.75,0,0,0.5,0.2,0,1.76,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Jun 24 2021,27,370.99,12.24,722,26,0,4,6,3.4,192,19,3206,262,135,0,0,0,0,0,0.15,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 25 2021,9,368.18,12.14,127,18,6,2,2,8.71,83,19,1068,88,56,1.21,1.75,0,0,0,0,0,0.44,0,0,1,1,1,0,0,0,0,0,0,0,0
Sat Jun 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 27 2021,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.51,0,0,0,0,0.01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Jun 28 2021,18,360,16.58,308,31,0,6,8,16.01,259,78,2967,180,200,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jun 29 2021,21,323.08,24.35,476,44,0,1,15,19.48,500,193,5697,234,391,0,3.5,1.25,0,0,0.63,0,1.4,0,0,2,0,0,0,0,1,1,0,0,0,0
Wed Jun 30 2021,27,357.35,31.01,548,34,2,17,7,31.57,444,113,8435,272,319,0,3.5,0,0,0,0.45,0,0.6,0,0,2,0,0,0,0,0,0,0,0,0,0
Thu Jul 01 2021,12,167.44,14.81,333,30,29,15,4,18.02,250,77,3806,258,193,2.9,0,0,0,0.01,0.1,0,2.44,0,0,0,2,2,0,0,0,0,0,0,0,0
Fri Jul 02 2021,18,245.45,11.6,536,29,0,6,3,2.97,126,18,3062,264,83,0,0,1.51,0,0.11,0.14,0,1.76,0,0,0,0,0,0,0,1,1,0,0,0,0
Sat Jul 03 2021,12,123.78,16.66,743,38,7,11,15,8.6,396,72,5815,349,277,3.03,5.24,0,0,0,0.06,0,3.48,0,0,3,2,2,0,0,0,0,0,0,0,0
Sun Jul 04 2021,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0.03,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Mon Jul 05 2021,18,368.18,15.34,484,30,0,3,4,0,162,26,2699,176,123,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 06 2021,7,105,16.9,420,41,8,11,8,9.22,303,79,4057,240,226,0,0,0,0,0,0.06,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 07 2021,0,0,14.55,665,39,2,9,12,4.71,247,34,3842,265,196,0,0,0,0,1.01,0.08,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 08 2021,0,0,18.48,130,16,20,4,4,51.51,67,24,1460,79,59,0,1.75,0,0,0,0,0,1.16,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jul 09 2021,33,363.3,9.49,438,29,0,5,4,1.22,176,17,3103,327,122,1.45,0,0,0,0,0.06,0,0.48,0,0,0,1,1,0,0,0,0,0,0,0,0
Sat Jul 10 2021,9,450,21.85,152,16,8,4,4,25.75,113,62,1573,72,101,1.63,0,0,0,0.01,0.01,0,1.72,0,0,0,1,1,0,0,0,0,0,0,0,0
Sun Jul 11 2021,18,366.1,6.88,122,14,0,1,1,0.17,87,12,1211,177,66,0,3.5,0,0,0,0.08,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mon Jul 12 2021,18,362.01,12.93,247,25,2,1,2,7.65,130,21,2315,179,94,0,1.75,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Jul 13 2021,9,116.97,23.07,432,38,0,1,12,30.29,448,86,6414,277,322,0,3.5,0,0,0.01,0.14,0,2.36,0,0,2,0,0,0,0,0,0,0,0,0,0
Wed Jul 14 2021,6,77.98,15.05,537,40,1,5,6,14.49,302,33,4168,277,224,1.47,3.5,0,0,0,0.08,0,1.48,0,0,2,1,1,0,0,0,0,0,0,0,0
Thu Jul 15 2021,9,120.45,14.69,472,41,13,13,10,15.26,258,76,3965,269,209,3.22,0,0,0,0,0.04,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Fri Jul 16 2021,18,243.61,10.74,280,20,0,5,3,0.04,161,19,2845,266,113,0,0,0,0,1.25,0.14,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 17 2021,9,302.8,21.72,157,15,13,4,10,23.4,167,86,2346,107,116,0,1.75,0,0,0.05,0.02,0,1.24,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Jul 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
Mon Jul 19 2021,21,346.79,11.43,452,23,1,15,3,12.34,136,19,2480,218,105,0,1.75,0,0,0,0.09,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Jul 20 2021,12,162.41,11.55,489,33,1,10,3,7.29,180,27,3073,266,130,0,1.75,0,0,2,0.03,0,2.36,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Jul 21 2021,10,159.29,34.12,609,39,1,1,27,41.17,550,287,7677,226,472,0,1.75,0,0,0,0.17,0,0.72,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Jul 22 2021,21,317.65,16.12,414,25,6,13,3,12.2,240,35,3853,238,136,0,1.75,0,0,0,2.29,0,2.16,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jul 23 2021,12,172.8,98.52,1339,65,7,50,55,37.23,1800,797,24631,250,1530,0,0,0,0,0,0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 24 2021,15,357.62,29.32,1035,33,88,39,5,24.08,254,104,4456,151,190,1.44,5.24,6.13,0,14.2,0.01,0,18.2,0,0,3,1,1,0,0,4,4,0,0,0,0
Sun Jul 25 2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Jul 26 2021,15,306.82,24.63,688,39,0,0,12,29.57,378,110,4359,176,319,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 27 2021,24,378.95,16.15,783,40,0,3,4,8.3,334,29,3698,228,244,1.44,1.75,0,0,0.01,0.16,0,0.12,0,0,1,1,1,0,0,0,0,0,0,0,0
Wed Jul 28 2021,27,388.8,14.45,633,29,1,3,8,15.55,319,81,3626,250,219,1.78,0.51,8.8,0,0.04,0.07,0,1.24,0,0,1,2,0,2,0,17,17,0,0,0,0
Thu Jul 29 2021,33,371.25,12.01,649,35,16,3,5,13.91,252,19,3868,320,177,2.31,1.02,0,0,0.05,0.07,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0
